Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1vslcg9ExJQzpzEvdxFwJ3,"Everyday of My Life","Everyday of My Life","Per QX",2021-08-13,370036,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:37:14Z,"funky house,disco house,nu disco","Midnight Riot",0.676,0.877,1,-6.212,1,0.13,0.00164,0.0000421,0.278,0.473,119.994,4
spotify:track:7F3YtI20c5aJzf3HAKqgPZ,"Beware Of The Boogie","Snatch! OFF 066","Connor-S",2021-08-19,386217,3,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:37:47Z,"tech house","Snatch! Records",0.805,0.752,6,-7.381,0,0.0675,0.00141,0.134,0.0607,0.623,125.006,4
spotify:track:6UaKQiUZdxdjDyp4RuZkzo,"Courage International","Courage International","Cumhur Jay",2021-08-03,507545,9,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:58:46Z,"","Riverette",0.767,0.664,2,-10.165,1,0.0406,0.00366,0.181,0.144,0.739,124.997,4
spotify:track:3DWxTyMKS2ABm5kBUbJeTN,"Watch Your Step","ENERGY (Deluxe)","Disclosure;Kelis",2020-08-28,229626,40,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:06:29Z,"house","Universal-Island Records Ltd.",0.834,0.897,11,-5.142,0,0.175,0.00507,0.000278,0.127,0.808,122.985,4
spotify:track:1csavztJIUZEFqrrTmxbWC,"Play for Today - Club Mix","Play for Today","Jovonn;Paul Adam",2021-07-09,332534,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:34:35Z,"house de chicago,deep house,house,nu disco,funky house,disco house","Album Only",0.769,0.946,0,-5.895,1,0.0579,0.00224,0.809,0.0638,0.613,124.992,4
spotify:track:6p234nFl5Xq368Tht9q37z,"F45 (Pump It)","F45 (Pump It)","Eduardo Muchacho",2018-08-10,209954,9,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T01:00:19Z,"lo-fi house","Universal Music Australia Pty. Ltd.",0.736,0.95,6,-4.56,0,0.0836,0.00526,0.407,0.208,0.73,124.976,4
spotify:track:4cvSDFmLRPlVAsifdslU07,"Gordon's Bay","Gordon's Bay","James Pepper",2018-06-14,341918,10,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T01:00:00Z,"hard house,lo-fi house,jazz house,acid house","Clipp.Art",0.784,0.79,3,-7.576,0,0.0449,0.285,0.367,0.152,0.671,125.013,4
spotify:track:1RkSXZFzogLD9BZUuOWyM6,"R.Y.B","R.Y.B","Connor-S",2021-06-11,366689,1,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:38:03Z,"tech house","Short Circuit",0.805,0.966,1,-7.209,0,0.0562,0.00083,0.933,0.0672,0.678,127.002,4
spotify:track:0dF8yVUi078rXjYYYlf9p7,"The Drill - Radio Edit","The Drill","The Drill",2005,179840,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:52:48Z,"","Destined Records",0.799,0.742,9,-6.929,0,0.0425,0.00032,0.817,0.0557,0.417,128.018,4
spotify:track:5CB3JnLsxjDJj2EUabWcuj,"Life Of Sin (feat. Ranger Trucco)","Life Of Sin (feat. Ranger Trucco)","Westend;Ranger Trucco",2021-09-24,204761,0,false,azvwtt6iohg3hran3hxv47xn6,2021-10-07T18:50:08Z,"tech house,house latino,house","Insomniac Records",0.784,0.809,7,-5.679,1,0.159,0.157,0.141,0.497,0.598,125.964,4
spotify:track:0VM0BMTA2nL29JOcXfb59P,"Queendom - Edit","Queendom","DJ Minx",2021-09-17,239722,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:59:50Z,"","HE.SHE.THEY.",0.803,0.888,1,-7.675,1,0.0448,0.0269,0.867,0.14,0.725,127.002,4
spotify:track:1tmYcGyQJHestYnGel5y7c,"The World Is Mine","One More Love","Joachim Garraud;JD Davis;David Guetta",2010-11-22,219946,26,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T16:27:00Z,"electro house,clásica electrónica,edm","Parlophone (France)",0.683,0.93,11,-4.036,0,0.0846,0.000125,0.0123,0.0481,0.46,127.866,4
spotify:track:5bJ3imTI0ErWNsFWEgi5F8,"Baby When the Light (feat. Cozi)","Pop Life","David Guetta;Steve Angello;Cozi",2007-06-01,208026,61,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T16:29:04Z,"edm,house progresivo","Parlophone (France)",0.588,0.749,0,-7.621,1,0.035,0.0264,0,0.139,0.248,129.959,4
spotify:track:3io0PEtfa1UTBUZn53lU1f,"Fading to Black","Fading to Black","Eli Brown",2020-12-11,209763,41,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:38:00Z,"techno,tech house","Arcane",0.633,0.987,11,-4.895,1,0.0832,0.00238,0.842,0.0726,0.278,127.006,4
spotify:track:3reyyWDm2gq1QHSBKGO0v1,"Where Do We Go?","Where Do We Go?","WEISS;Harry Romero",2020-10-16,150256,50,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T19:46:39Z,"house,disco house,tech house,tribal house","Universal-Island Records Ltd.",0.783,0.918,10,-4.823,0,0.104,0.0216,0.000233,0.245,0.881,122.992,4
spotify:track:5Vy7FonTYgyjzggJCxhLUl,"Deadass","Rock The House EP","Endor",2021-08-20,160009,5,true,azvwtt6iohg3hran3hxv47xn6,2021-09-18T20:01:21Z,"","Kaluki Musik",0.558,0.631,10,-10.268,0,0.0982,0.00986,0.478,0.078,0.146,128.751,4
spotify:track:5tjKADrWQ9To2gYcpsM6e4,"Love Dose - Luciano Remix","Love Dose","Argy;Luciano",2005-07-18,405011,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T20:27:30Z,"techno melódico,house melódico,techno,house latino","Poker Flat Recordings",0.795,0.596,10,-14.683,0,0.0499,0.00157,0.87,0.111,0.167,126.003,4
spotify:track:0O02bs8LQXS9TPPdhdGv6A,"Hikers Y","Preacher's Sigh & Potion: Lost Album","Matthew Dear",2021-06-25,210076,18,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T20:28:51Z,"minimal techno","Ghostly International",0.748,0.635,1,-14.026,0,0.0493,0.19,0.705,0.112,0.0564,119.99,4
spotify:track:0Ca8bDHXW2M6AS2HJLKxkk,"Can't Stop Me - Radio Edit","House Classics, Vol. 1 (Presented by Spinnin' Records)","AFROJACK;Shermanology",2020-03-16,201278,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T20:33:53Z,"edm,big room,tech house,house","Spinnin' Compilations",0.44,0.83,0,-4.485,0,0.234,0.109,0,0.0456,0.378,129.963,4
spotify:track:3bX36CK7B1HCckuLzqIGkG,"If I Can't Get Down - Mousse T.'s Funky Shizzle Mix","My House From All Angles (Remixes)","Mike Dunn;Mousse T.",2020-08-28,227265,0,false,azvwtt6iohg3hran3hxv47xn6,2021-10-08T13:41:43Z,"house de chicago,disco house,funky house,acid house,house","Classic Music Company",0.837,0.934,0,-3.575,1,0.0876,0.0116,0.627,0.38,0.847,124.044,4
spotify:track:67x9A5uxv2QH7xnjUbIoCM,"Out My Mind","Out My Mind","GW Harrison",2021-07-16,183870,46,false,azvwtt6iohg3hran3hxv47xn6,2021-10-08T16:17:37Z,"tech house","Toolroom",0.643,0.959,11,-3.941,0,0.0377,0.0451,0.00957,0.379,0.351,123.984,4
spotify:track:4mCk2GnFtnSGN8qzaV8xKu,"Gypsy Woman (She's Homeless) - House Kitsuné America","Gypsy Woman (She's Homeless) [House Kitsuné America]","Mija",2019-12-20,269508,33,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:46:05Z,"","Kitsuné Musique",0.667,0.547,9,-12.841,0,0.0355,0.0364,0.424,0.115,0.182,122.012,4
spotify:track:5mQgRG6duCYvw2p1cki0mW,"Move Out Of My Way - Radio Edit","Move Out Of My Way (Radio Edit)","Dennis Quin;Shermanology",2018-05-11,180975,39,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:57:08Z,"house,tech house","Champion Records",0.801,0.83,6,-7.13,1,0.049,0.000994,0.223,0.0958,0.396,123.02,4
spotify:track:6fgV9dDKUnyi0PieZNbvtq,"Playing Drunk","Our Vibe EP","Low Steppa;Dennis Quin",2017-10-30,305806,30,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:57:23Z,"house,tech house","Simma Black",0.802,0.979,9,-5.277,1,0.052,0.000925,0.38,0.818,0.753,123.996,4
spotify:track:2X5itB9OVFg8Y6vAhhCF8x,"Persona","Perfect Tool EP","Anton Bykov",2018-11-05,370484,5,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:06:01Z,"tech house","Deep Tech Records",0.728,0.818,7,-7.47,1,0.155,0.0109,0.6,0.0893,0.417,125.039,4
spotify:track:3K6bXkYcEEj0Yjadvr0cHN,"Sneak Away With Me","krypt. vol2","kryptogram",2021-04-30,306000,40,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:06:02Z,"disco house,funky house","kryptogram",0.863,0.864,9,-4.694,1,0.0492,0.000771,0.478,0.098,0.948,128.03,4
spotify:track:4IWDjlopNrVsznQfp2s8M4,"Disco Tool","Disco Tool","Matroda;Bleu Clair",2021-05-13,177120,0,false,azvwtt6iohg3hran3hxv47xn6,2021-10-07T09:08:23Z,"bass house,tech house,g-house,house,electro house","Matroda & Bleu Clair",0.862,0.783,8,-5.388,0,0.062,0.00233,0.0182,0.0414,0.903,124.975,4
spotify:track:3PnOOmkxruDDAiMYZZTgO7,"Goodbye (feat. Lyse) - Radio Edit","Goodbye (feat. Lyse) [Radio Edit]","Feder;Lyse",2015-01-02,201938,64,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:52:25Z,"","Atlantic Records UK",0.832,0.876,6,-5.124,0,0.205,0.173,0.737,0.162,0.635,120.057,4
spotify:track:5GOr2ve8y6EIFB4U7Kvavd,"Somebody to Love (Salt Shaker Remix) - Radio Edit","Somebody to Love (Salt Shaker Remix)","Boogie Pimps;Saltshaker",2003-04-14,211666,53,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:52:52Z,"","Superstar Recordings",0.817,0.741,11,-8.489,1,0.0433,0.0805,0.165,0.376,0.838,130.493,4
spotify:track:3DvqF2guYuolAC6wNL7UZp,"Right Here Right Now (CamelPhat Remix) - Radio Edit","Right Here, Right Now (CamelPhat Remix)","Fatboy Slim;CamelPhat",2018-03-09,214634,1,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:53:00Z,"big beat,techno melódico,house,house progresivo,house melódico,tech house","Skint Records",0.613,0.946,7,-5.124,1,0.0655,0.0197,0.623,0.525,0.0853,123.005,4
spotify:track:3CUzFT1kB8i897irsbV4GD,"Without You","Without You","TCTS;Boston Bun;Andrea Martin",2021-02-05,169354,15,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:53:11Z,"deep house,house latino,house francés","Toolroom",0.503,0.876,4,-5.094,1,0.215,0.00245,0.178,0.357,0.466,123.813,4
spotify:track:0c7OcnAQz6H3IIzQA3MP6C,"More To Give","More To Give","Drinks On Me",2021-05-18,152061,30,false,azvwtt6iohg3hran3hxv47xn6,2021-10-11T17:58:21Z,"uk garage,bassline,bass house","Monstercat",0.541,0.768,6,-6.139,0,0.0545,0.122,0.000182,0.0761,0.0395,130.915,4
spotify:track:0vKG0tYNd69xh3OPB0BqYm,"Revolution 909","Musique, Vol. 1","Daft Punk",2006-03-29,335026,35,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:55:16Z,"house francés,electrónica,electro","Daft Life Ltd./ADA France",0.746,0.716,11,-7.918,1,0.137,0.0265,0.844,0.246,0.828,126.521,4
spotify:track:3OXFa0kiOowNGmorj6WKzG,"Stampede (Of the Elephants)","For All My Wrongs - EP","James Pepper",2020-03-20,426395,9,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T01:00:37Z,"hard house,lo-fi house,jazz house,acid house","Gallery Recordings",0.708,0.948,9,-9.205,0,0.0558,0.00855,0.874,0.158,0.632,133.99,4
spotify:track:3hwi3gFyGd02SeOGzK2TZX,"Metronome","Metronome EP","Endor",2019-01-18,288854,18,false,azvwtt6iohg3hran3hxv47xn6,2021-10-10T18:24:28Z,"","Simma Black",0.853,0.892,0,-7.109,1,0.0728,0.00987,0.119,0.0569,0.962,124.019,4
spotify:track:2Bw2MQa6qHoHUxKM9c6bds,"U Don't Know Me (feat. Duane Harden)","2 Future 4 U","Armand Van Helden;Duane Harden",1999-07-02,484746,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T01:01:57Z,"disco house,future house","Warner Bros.",0.776,0.644,10,-8.76,1,0.0697,0.0346,0.0343,0.0645,0.726,129.95,4
spotify:track:2DXhtUSY5E0kPC1qXMTLgm,"Your Body - Radio Edit","Superstar","Tom Novy;Michael Marshall",2006-09-22,211080,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T01:02:23Z,"graves brasileños","Kosmo Records",0.842,0.787,0,-7.664,1,0.0563,0.0263,0.0529,0.0791,0.939,128.004,4
spotify:track:23HpSrqrULF8mF1WKdZRyl,"This is Acid","The Haçienda - Acid House Classics","Maurice",2009-11-02,277733,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T01:03:08Z,"acid house,house de chicago,partyschlager,hip house,lovers rock","New State Music",0.824,0.96,4,-7.008,0,0.071,0.000278,0.716,0.154,0.867,125.458,4
spotify:track:7bEEL58c3S4RyXSNPLIhaC,"Monticello","Baobab","Rodriguez Jr.",2017-06-02,473803,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T02:23:48Z,"house melódico,techno melódico,minimal techno,deep house","Mobilee Records",0.791,0.615,9,-10.068,0,0.0502,0.000146,0.898,0.126,0.474,124.015,4
spotify:track:4f3boNz24gG32cajPw9Nlr,"No More Looking Back (feat. Steffanie Christi'an)","No More Looking Back (feat. Steffanie Christi'an)","IDRIS;Inner City;Steffanie Christi'an",2021-02-05,203068,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:05:45Z,"acid house,house de chicago","Defected Records",0.743,0.784,6,-7.29,1,0.0542,0.000307,0.000135,0.162,0.63,123.018,4
spotify:track:3cZYyItd8odvndQ4A9MqLq,"House Work","House Work","Jax Jones;Mike Dunn;MNEK",2016-07-01,157207,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:24:08Z,"house de chicago,disco house,funky house,acid house,house","etcetc Music Pty Ltd",0.759,0.947,0,-5.262,0,0.0667,0.252,0.265,0.0494,0.726,123.967,4
spotify:track:10YoUoKIx96ZJM0NDSkTlV,"Goldigger","Goldigger","Dennis Cruz;Eddy M",2020-12-18,219212,49,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:43:15Z,"tech house,house latino,tribal house","MUSE",0.802,0.887,11,-7.934,0,0.0838,0.0175,0.478,0.107,0.524,127.022,4
spotify:track:2cNjgoSh1TBHFQIhfzRJUE,"Go","Born In The Echoes","The Chemical Brothers;Q-Tip",2015-07-17,260696,85,true,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:40:01Z,"big beat,dance alternativo,electrónica,breakbeat,hip hop de la costa este","EMI",0.751,0.897,1,-3.598,1,0.0468,0.00957,0.0000288,0.329,0.482,119.97,4
spotify:track:7Mz4VZiPFjf2AYkr4KNkJ5,"Lift Your Hands Up (feat. Ramona Renea)","Lift Your Hands Up (feat. Ramona Renea)","David Penn;Ramona Renea",2021-06-04,205812,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:42:29Z,"funky house,disco house,tech house","Defected Records",0.728,0.896,5,-5.6,0,0.074,0.00258,0.683,0.453,0.783,123.954,4
spotify:track:697HW34FLNURvRAbSieICv,"Your Body","Your Body","Biscits",2021-06-18,207000,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:42:48Z,"tech house,house","Solotoko",0.833,0.744,4,-6.735,0,0.0886,0.168,0.458,0.615,0.917,126.987,4
spotify:track:636kRUoh1D1ZJifHip4RtS,"Rollercoaster","Rollercoaster","Love Regenerator;Solardo;Calvin Harris",2021-09-17,179062,36,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:59:16Z,"tech house,house,edm","Columbia",0.732,0.96,7,-7.606,1,0.0485,0.000039,0.826,0.333,0.424,129.984,4
spotify:track:4C39WSjsA70cyKCwGsxH8v,"Just Feels Tight","Night Goes On","FISHER",2021-07-30,197977,39,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:59:25Z,"tech house,house","Good Company",0.808,0.994,1,-6.329,1,0.071,0.00158,0.875,0.0673,0.732,127.011,4
spotify:track:3BbAVLfkhtY237ORPUj3wX,"DFCW","DFCW","SOSA",2019-10-04,240001,1,true,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:39:42Z,"tech house,house","Sola",0.825,0.771,8,-5.695,1,0.0674,0.00351,0.005,0.0776,0.661,130.044,4
spotify:track:01NnZEWlqnbh7VTx9LewHJ,"Play The Music","Jack The House 2","Matroda",2021-08-20,185806,22,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:39:50Z,"bass house,tech house,g-house,house,electro house","Terminal Underground",0.737,0.899,9,-7.109,0,0.0698,0.0000265,0.922,0.178,0.692,123.991,4
spotify:track:3O1EUDHj86yvRh0JxpBL3o,"Partay","Partay","Cloonee",2020-02-14,181437,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:41:06Z,"tech house,house","Solotoko",0.846,0.88,9,-6.182,1,0.0505,0.00747,0.033,0.107,0.581,127.011,4
spotify:track:1oqniN5rzgvhAWoq4HgY2W,"Nothing Better","Nothing Better","Chris Lake;Chris Lorenzo",2017-09-20,218639,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:41:15Z,"tech house,house,bass house,bassline,g-house","Insomniac Records",0.699,0.936,7,-5.601,0,0.125,0.0194,0.000431,0.0506,0.369,125.946,4
spotify:track:5krfM2qSv73Km5MMgzfkBJ,"Work!","The Answer","Chris Lake;Armand Van Helden",2020-12-11,180090,24,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:42:05Z,"tech house,house,bass house,disco house","Black Book Records/Astralwerks",0.776,0.942,0,-4.582,0,0.0559,0.000255,0.76,0.118,0.27,123.944,4
spotify:track:1pY0xt2c2NCnkEYbuWQjUG,"Hurricane","Going Down","Sidney Charles",2014-07-07,456774,36,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:42:20Z,"tech house,house","Moda Black",0.84,0.917,11,-5.37,0,0.0598,0.00458,0.667,0.386,0.523,123.995,4
spotify:track:2fMtXRKJDPtT8Xs4EJkBQh,"Baby Baby","Baby Baby","Noizu",2019-09-20,190080,54,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:42:37Z,"tech house,house","Techne",0.627,0.948,7,-4.478,1,0.0428,0.00354,0.551,0.0599,0.569,125.048,4
spotify:track:3IVjcQvCFu1Bo7Kq3WRlNn,"Utopia","Utopia","Dombresky",2016-10-11,280952,36,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:43:49Z,"bass house,tech house,disco house,g-house,house","Confession",0.754,0.833,10,-5.143,0,0.0428,0.00338,0.54,0.0666,0.105,126.031,4
spotify:track:4TBOxwcoCfgs3j9COmEIl0,"At Night - Kid Crème Club Mix","At Night","Shakedown;Kid Crème",2002-04-29,300306,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T19:46:31Z,"disco house,funky house,house","Defected Records",0.726,0.967,1,-7.643,1,0.0641,0.00211,0.851,0.531,0.876,124.997,4
spotify:track:6uTxQDrjjKwyugx6ggjTmA,"Never Look Back (feat. Syd Silvair)","Never Look Back (feat. Syd Silvair)","Oliver Heldens;Syd Silvair",2021-02-19,208307,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T19:55:02Z,"future house,house","HELDEEP Records",0.615,0.938,7,-6.361,0,0.058,0.11,0.871,0.138,0.321,122.962,4
spotify:track:1NP2kLo6Ap3qjBleIWfs5S,"Lost (Original Edit)","Best of 4Yrs Sleazy G (Edits Edition)","Amine Edge & DANCE",2017-12-29,224999,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T19:59:13Z,"tech house,g-house","Sleazy G",0.818,0.839,2,-5.916,1,0.0503,0.0526,0.171,0.1,0.544,120.043,4
spotify:track:5RUpwSlEdIJA8WHjIGDkRh,"Higher","Higher","Amine Edge & DANCE",2021-09-03,187200,9,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T19:59:21Z,"tech house,g-house","Cuckoo Land",0.675,0.96,0,-6.086,1,0.0566,0.0827,0.449,0.97,0.658,124.98,4
spotify:track:0JC5ins4oTII3Hc8gzxnRp,"2AM (feat. Carla Monroe) - Endor Remix","2AM (Endor Remix) (feat. Carla Monroe)","MK;Carla Monroe;Endor",2020-08-14,199368,6,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T20:01:44Z,"house","Columbia",0.808,0.796,11,-8.612,0,0.0805,0.00122,0.929,0.0888,0.417,128.01,4
spotify:track:6m7JqNnpLeaiGUPMUncsRo,"How Does It Feel - Endor Remix - Shorter Edit","How Does It Feel (Endor Remix - Shorter Edit)","Roger That (UK);Endor",2019-10-11,150476,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T20:02:03Z,"tech house","Cr2 Records",0.727,0.826,7,-5.39,1,0.039,0.00151,0.099,0.0569,0.55,125.993,4
spotify:track:69I12TbCKJoBvgYQnFaHuO,"Blastin - Radio Edit","Blastin","Endor",2019-06-28,232303,22,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T20:02:17Z,"","Doctor Session Records",0.821,0.918,7,-6.565,1,0.0533,0.00156,0.0627,0.0699,0.559,124.011,4
spotify:track:1ZQnV7ePl8yXoLjPfhWE5L,"Piece of Me","Piece of Me","MK;Becky Hill",2016-04-08,188706,63,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T21:23:38Z,"house","Columbia",0.68,0.913,5,-2.343,0,0.0844,0.00565,0,0.288,0.669,121.961,4
spotify:track:4M8x1TR36VMQMFMbGCdoyA,"Back & Forth","Back & Forth","MK;Jonas Blue;Becky Hill",2018-09-07,196214,59,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T21:23:44Z,"house,tropical house","Columbia",0.684,0.816,10,-5.211,0,0.0322,0.0181,0,0.0222,0.702,121.993,4
spotify:track:4cG7HUWYHBV6R6tHn1gxrl,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]","Riton;Nightcrawlers;Mufasa & Hypeman;Mufasa;Dopamine",2021-01-15,169153,83,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T21:25:43Z,"house","Ministry of Sound Recordings",0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4
spotify:track:1RIO7tSsKrprrjBA6aRj6p,"Push The Feeling On - The Dub Of Doom","Push The Feeling On","Nightcrawlers;MK",1995,400266,46,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T21:26:08Z,"house","UMC (Universal Music Catalogue)",0.802,0.539,11,-13.299,0,0.0555,0.00178,0.0577,0.0474,0.767,122.027,4
spotify:track:5YtJCl83jA1ZlXtjWcCLys,"The Step (with Nabiha)","The Step (with Nabiha)","Punctual;Nabiha",2021-01-29,182986,31,false,azvwtt6iohg3hran3hxv47xn6,2021-09-20T02:56:13Z,"pop danés","Polydor Records",0.796,0.698,11,-7.617,0,0.0675,0.0226,0.000454,0.081,0.64,124.991,4
spotify:track:4lWGhzUW3dTPDMX9EII1Fc,"Witch Doctor","Witch Doctor","John Summit;Nic Fanciulli",2021-06-25,186666,45,false,azvwtt6iohg3hran3hxv47xn6,2021-09-20T02:58:21Z,"house,tech house","Saved Records",0.676,0.777,0,-6.894,1,0.0378,0.00134,0.724,0.13,0.353,125.98,4
spotify:track:0ThPAtLfX0NbibIrEfWFHi,"Out Of Reach","Out Of Reach","Cristoph;YOTTO;Sansa",2021-05-28,255991,40,false,azvwtt6iohg3hran3hxv47xn6,2021-09-20T02:58:24Z,"techno melódico,house progresivo,house melódico,deep house","PRYDA PRESENTS",0.504,0.762,10,-7.861,0,0.036,0.00102,0.701,0.128,0.0317,123.968,4
spotify:track:0cfqqNzKftMco4vjzkKMNo,"2 to Go","2 to Go","Francesco V",2021-09-24,317464,4,false,azvwtt6iohg3hran3hxv47xn6,2021-10-07T18:53:51Z,"tech house","Desfase Records",0.943,0.947,2,-3.917,1,0.182,0.0019,0.0536,0.064,0.704,124.007,4
spotify:track:6T9cSQMRmd1sJC6UJLYywZ,"Chance To Dance","Chance To Dance","Kim Kaey",2020-06-01,189798,39,false,azvwtt6iohg3hran3hxv47xn6,2021-10-08T14:08:56Z,"house latino","SPRS",0.774,0.911,11,-5.377,0,0.0849,0.0381,0.0136,0.122,0.477,124.012,4
spotify:track:40U8KhwvDcaoBFYV4hKfRn,"Carry Us","Carry Us","LP Giobbi;Kaleena Zanders",2021-06-11,238264,0,false,azvwtt6iohg3hran3hxv47xn6,2021-10-11T16:09:41Z,"house","Thrive Music, LLC",0.728,0.947,0,-4.22,0,0.0828,0.0177,0.00254,0.0987,0.553,125.874,4
spotify:track:0yiDgx6WOtlJCVPQ5Q7Ob3,"Dreams","Olympia","Gorgon City;Jem Cooke",2021-06-25,207426,40,false,azvwtt6iohg3hran3hxv47xn6,2021-10-11T16:10:01Z,"house","Positiva",0.671,0.897,6,-5.232,0,0.0298,0.0553,0.272,0.148,0.493,123.985,4
spotify:track:6NpWqc7uYthjC5M7v7c1Gs,"Power","Power","Solardo;Maur",2021-08-20,198387,0,false,azvwtt6iohg3hran3hxv47xn6,2021-10-11T16:11:01Z,"tech house,house","Ultra Records",0.588,0.928,5,-6.593,0,0.0438,0.000491,0.322,0.311,0.357,124.928,3
spotify:track:1CX73iXs4CVUKESOG8BpwT,"Sublime","Sublime","Chapter & Verse",2021-07-23,181012,1,false,azvwtt6iohg3hran3hxv47xn6,2021-10-11T16:11:12Z,"tech house","New State Music",0.704,0.931,11,-4.858,0,0.128,0.155,0.00202,0.204,0.704,124.01,4
spotify:track:3JVxMoCvTaEgnODlMxX378,"Exhale","Exhale","Drinks On Me",2021-01-01,170381,0,false,azvwtt6iohg3hran3hxv47xn6,2021-10-11T17:58:04Z,"uk garage,bassline,bass house","Wang Records",0.834,0.779,2,-6.927,1,0.106,0.0231,0.729,0.0913,0.246,131.022,4
spotify:track:0M4GK1taHqdIOuvXnEJFiw,"Lights Up","Lights Up","Flight Facilities;Channel Tres",2021-05-06,191537,0,true,azvwtt6iohg3hran3hxv47xn6,2021-10-11T19:32:21Z,"nu disco,hip house","Future Classic",0.789,0.446,10,-8.264,0,0.0942,0.00454,0.0893,0.23,0.508,118.011,4
spotify:track:1sQeLo71tyRhY7TqHRiSQ9,"Weedman","Weedman","Channel Tres",2020-03-27,169256,43,true,azvwtt6iohg3hran3hxv47xn6,2021-10-11T19:32:56Z,"hip house","Art For Their Good",0.863,0.501,11,-5.018,0,0.133,0.131,0.000316,0.0531,0.575,94.987,4
spotify:track:7vHlOaJF7lfWOfProxfCot,"Controller","Controller","Channel Tres",2018-03-23,208460,0,true,azvwtt6iohg3hran3hxv47xn6,2021-10-11T19:33:01Z,"hip house","GODMODE",0.888,0.684,3,-6.974,0,0.067,0.00373,0.204,0.0466,0.693,118.001,4
